name,logFC,P.Value
CRBN,0.51962023,0.106302821
ANKRD49,0.637143639,0.106309415
SETX,0.484964704,0.106338996
NUP88,0.462948276,0.106366142
SLC38A9,0.40976406,0.106386377
HSD17B4,0.647232968,0.106434164
AUTS2,0.432829943,0.106469758
MAN1B1-DT,0.529158577,0.106483857
COX14,0.570151313,0.106488053
CHMP1B,0.452423003,0.106577204
IKBKE,0.540440409,0.106608099
RPS2P40,0.694064454,0.106621215
RMDN1,0.472600805,0.106679256
RN7SKP195,0.800183635,0.106687417
TMOD3,0.459393483,0.106699491
RALGAPA2,0.505897875,0.106733144
SNORD94,0.568721424,0.106744472
DOCK10,0.581036914,0.106760643
LINC00987,0.929675205,0.106785072
ROMO1,0.422299112,0.10687822
UBE2L5,0.649231601,0.106879801
ILF2,0.545899256,0.106880118
MUTYH,0.441463095,0.106898668
TDRP,0.971711431,0.106914555
FAM193B,0.360882516,0.106933524
ERCC5,0.475290833,0.106937634
ANKRD30B,0.497228236,0.106961548
N4BP3,0.362596305,0.106974166
PEX19,0.410728499,0.106981788
KIAA1586,0.626080539,0.106987523
MTARC2,0.661231725,0.106995029
ATP1A4,0.517382031,0.107037858
NPIPB6,0.768701141,0.107048601
HPSE2,-0.666898692,0.107060114
OLR1,0.734743759,0.107087883
FRAT1,0.414287634,0.10709416
ZNF571,0.586181343,0.107119382
GART,0.596459804,0.10716582
QPRT,0.362788536,0.107177871
NGRN,0.463962687,0.107249929
PARD6A,0.882966093,0.107268033
DNAJB1,-1.011944639,0.107271276
EFCAB7,0.826670252,0.107271851
PVALB,2.630430407,0.107298671
ABCA3,0.347406256,0.10731451
PIF1,0.757821636,0.107427297
LARS1,0.619526434,0.107430331
KLHL41,0.777160697,0.107460945
EIF3A,0.394979212,0.107497363
CPXM1,0.822685668,0.107498449
HACD4,0.726040627,0.107499591
ARPC4-TTLL3,0.700829709,0.10753506
TRMT2A,0.398695985,0.107536306
TPGS1,0.327104204,0.107539828
PI16,0.606935194,0.107553678
CSGALNACT1,0.404515261,0.107574297
CDK3,0.779730145,0.10758243
IKZF5,0.67076232,0.107613386
ZC2HC1C,0.431717764,0.107615998
KLC1,0.395214386,0.107633386
SF3B1,0.703136019,0.107696767
DSP,-0.617240519,0.107699509
TSEN15,0.601133509,0.107802013
TOM1L2,0.387332708,0.107867205
TM9SF2,0.645465315,0.107899454
LIG4,0.974566057,0.107923597
DVL2,0.476396895,0.107954681
RPLP0P2,0.680570837,0.107954837
ERO1B,0.643924535,0.107962245
NPM1,0.659426365,0.108000619
KIF1B,0.507008874,0.108008227
RET,0.629474772,0.108018755
MTA3,0.460658508,0.108031752
SLK,0.485063389,0.108059526
CLCN6,0.374307538,0.108065975
VRK3,0.395681959,0.108091188
ADAMTS14,1.001153535,0.108134962
GFOD2,0.430622093,0.108167753
DNAJC5,0.36599796,0.108257771
TCEA2,0.339447752,0.108279641
FASTK,0.353783498,0.108311997
LINC01198,0.658832681,0.108320575
PSME3IP1,0.44760778,0.108330283
CCDC149,0.433982039,0.108347505
PIH1D2,0.954233984,0.108433222
CCDC112,0.63318193,0.108439043
ZNF785,0.36955069,0.108447972
TACO1,0.520383798,0.108476614
ALDH3A2,0.437452308,0.108482036
SUZ12,0.455597565,0.108498647
LOC730183,0.501202245,0.10852006
LOC642929,0.735151117,0.108616111
RNF113A,0.532075657,0.108651544
BBIP1,0.663510923,0.108652559
AK1,0.461692441,0.108652702
AHR,0.640067617,0.108673404
SMC2,0.64975539,0.108685322
GPM6A,0.643537474,0.108722314
FPR1,0.884637532,0.108738852
GBF1,0.819936809,0.10874378
RN7SL750P,0.758827062,0.108761821
TCEANC,0.367800712,0.108797234
DGKD,0.513577356,0.108804724
CYP2B7P,0.696098104,0.108807703
ZNF573,0.530868,0.108809419
KDM4C,0.60046677,0.108822985
FAM71D,0.758834412,0.108848326
GSG1,0.518779843,0.108858502
TTC9B,0.414199961,0.108869922
GABRA5,0.501076476,0.108879995
HDX,0.868118716,0.108897867
FUZ,0.364674964,0.108934532
FRYL,0.516387466,0.108960106
TMEM125,0.8746344,0.108973194
KCTD21-AS1,0.619430576,0.10904436
GOLGA4-AS1,0.64486187,0.109093756
DUSP12,0.500834532,0.109113089
LINC01968,0.637189647,0.109128035
ZNF90,0.572873254,0.109148086
KLC2,0.481382633,0.109150596
HSPA4L,0.677611614,0.109205522
SAYSD1,0.590442968,0.109223824
POLE2,0.942939784,0.109224241
LGR6,-0.752223935,0.109242254
SPIDR,0.513819269,0.109275809
CHMP2B,0.65497799,0.109288232
UGT1A1,0.602132458,0.109310639
SAMD5,0.658609611,0.109332039
NF1,0.506101971,0.109344135
TMEM134,0.414477893,0.109351769
CAPN10,0.340617163,0.109372127
TMEM165,0.547114062,0.109399111
DRC7,0.713355362,0.109436087
BCAM,-0.430451818,0.109446721
CABLES1,0.517383198,0.10947677
WDR35,1.655435608,0.109489161
ADNP,0.560643568,0.109500207
LINC01567,0.562994132,0.109579971
ATOX1,0.49349044,0.109588796
CCNDBP1,0.516608583,0.109618469
SNORA63D,0.902024235,0.10962625
DYNLL1,0.646752712,0.109635901
RSKR,0.586363022,0.109653881
PHC2,0.362487544,0.109655951
PLEKHA6,0.401163176,0.10965758
SF3B6,0.713361537,0.109710919
LPCAT3,0.545019277,0.109747246
PRAM1,0.493156433,0.109798926
B3GAT3,0.34759724,0.109852948
CCT6A,0.587140375,0.109858072
LCOR,0.546079104,0.109881099
LINC00954,0.496179309,0.109887681
TACR1,0.820395618,0.109891444
OXSR1,0.450122872,0.109960339
DPYD,0.58364815,0.109965035
ACOX1,0.412290797,0.109976989
GGH,0.72269765,0.109989548
CD163L1,0.726830758,0.109995868
LINC02078,0.674226794,0.110055082
KPNA6,0.538947119,0.110094002
FANCI,0.531018207,0.110117094
LOC101929698,0.610145293,0.110172171
LINC01873,0.478846165,0.110176031
ZBTB8B,0.43107737,0.110179592
TMEFF2,0.648300119,0.110184907
CBX4,0.37021065,0.1102598
FHIP2B,0.40939427,0.110262784
ICE2,0.550812854,0.110322321
SSH3,0.425480863,0.110351388
MLX,0.561212102,0.110374983
DEF6,0.463221489,0.110408756
ATG10,0.422567212,0.110421624
NUP62,0.37884741,0.110429321
ELAC1,0.56822266,0.110476927
RECQL5,0.494983153,0.110546117
CX3CL1,0.374239094,0.110549884
ACSS2,0.446988898,0.110593971
ITPR2,0.655328262,0.110608649
FCGR3B,0.928407547,0.110683508
ARHGAP26,0.50169559,0.110684445
PAFAH2,0.570115948,0.110687786
PARD6B,0.405576541,0.110693314
TRIR,0.395252618,0.110743714
C3orf38,0.633336385,0.11074472
DIO3,-0.717783092,0.110752782
RALGPS2,0.708267724,0.110777527
MRPS2,0.431893187,0.110779916
SHPRH,0.534718999,0.110809342
MPEG1,0.722124239,0.110812899
GANC,0.576549432,0.11081985
CHMP2A,0.482167587,0.110839579
ZNF140,0.616138317,0.110860043
CCDC17,0.654999865,0.110878991
USP39,0.386028013,0.110911588
LINC01356,0.621930329,0.110985837
LINC02177,0.830919028,0.11101043
MBNL1,0.558754695,0.111013504
GSTM1,-1.736116313,0.111047834
GOLGA8M,0.957933286,0.111068851
RNF8,0.546373108,0.111143419
SLC7A2,-0.64286043,0.111148263
MFAP3,0.52066319,0.111219651
SPAST,0.509992359,0.111260062
EVA1B,-0.578955423,0.111264589
CYP7B1,0.562538021,0.111266856
PXK,0.56879154,0.111343752
KIAA1671-AS1,0.66242867,0.111368245
KMT5C,0.466398143,0.11136885
MSL3,0.432471602,0.111375589
LOC646665,0.616436569,0.111395595
RRS1,0.38667654,0.111408464
HPCAL4,0.440237807,0.111441375
GUCY1A2,0.418265802,0.111453814
JOSD1,0.439309867,0.11147505
CD74,0.977974684,0.111489819
SAC3D1,0.314600182,0.111512129
PACRG-AS1,0.669969468,0.111592237
ENPP6,0.591678454,0.111612886
CTCF,0.402119561,0.111621209
CCDC12,0.379305845,0.111646256
ESRRB,0.699952835,0.111653407
MAPK11,0.321972472,0.111688093
PIP5K1C,-0.493579032,0.111722317
ARMC1,0.55721706,0.111722516
CFAP418,0.609740272,0.111770386
C1QTNF3,0.658034941,0.111789752
ZHX1-C8orf76,0.839491459,0.111861497
COG7,0.574193361,0.111871389
C6orf226,0.536381662,0.111895565
ABCA8,0.564494557,0.111940734
IFT52,0.676908697,0.111945806
CSF1,-0.519554518,0.112025164
PGBD2,0.593348323,0.112078461
AKR7A2,0.98781648,0.112106868
ADAMTS16-DT,0.411322586,0.112110092
LINC02071,0.519578471,0.112113873
LINGO1,0.320693373,0.112114671
RNF180,0.57091475,0.112156563
DDB2,0.457935653,0.112225858
ARHGEF16,-0.440513192,0.112265724
MNS1,0.643168589,0.112274705
EXD2,0.449231349,0.112306807
DBP,0.365805887,0.112388439
ATP5PF,0.668257214,0.112434936
LINC01697,0.747120482,0.112444549
CRTAM,0.591718832,0.11248208
MIR1915HG,-0.367384049,0.112483619
TGS1,0.553220919,0.112501308
SCARNA16,0.977074474,0.112566199
PNPLA2,0.31910105,0.112625178
KIAA0408,0.701913701,0.112637679
SLC25A24,0.460744989,0.112742807
SKP2,0.892114704,0.112745393
MID1IP1,-0.419733839,0.112773608
RCN3,0.411681808,0.11277791
PIK3R4,0.619976583,0.112806536
TAS2R30,0.856374001,0.112917228
TTC37,0.611811544,0.112921663
RPL23P2,0.685151302,0.112940743
RHNO1,0.457256313,0.112941725
UBN2,0.589133589,0.112949727
LINC01304,0.737545047,0.11299198
LTK,0.70025557,0.113036486
C16orf95,0.501208844,0.11306131
EIF2S3,0.56357953,0.113072538
NTSR1,0.59258493,0.113169191
LTBP4,0.380838868,0.11318074
CHRNB4,0.621642685,0.113189812
MOB1B,0.831004842,0.113199333
LOC728307,-0.946133638,0.113212353
CHID1,0.371411239,0.113224071
WARS2-AS1,0.478794192,0.113257549
NBAS,0.556585307,0.113257921
PELI3,0.348558166,0.113273754
CBARP,0.344083542,0.113285465
FZR1,0.345036635,0.113293777
C20orf96,0.473338731,0.113303576
CHRNA7,0.542413957,0.11340877
ZNF367,0.591230601,0.113425182
CRYBB2P1,0.379629275,0.113437215
GPC2,0.407772974,0.113465674
ANKRD53,-0.723687141,0.113505092
PPM1J,0.49160058,0.113520616
PAFAH1B2,0.407691227,0.113552504
DNAJC16,0.42784325,0.11357283
WDR26,0.576252237,0.113607051
PABPN1,0.378097568,0.11365207
SPINK1,0.657670723,0.113682185
IGF2BP3,0.495148147,0.113797809
ANO8,0.365368877,0.113864147
CRLF3,0.45583194,0.11386939
CFL1P1,0.82131409,0.113898816
TMEM47,-0.507937936,0.11393516
LRTOMT,-0.839199277,0.113986799
SMG1P6,0.85256999,0.114011987
ZNF267,0.766489517,0.114057599
OPA1,0.652380051,0.114124172
IDH3A,0.482929868,0.114141907
PWWP3A,0.343273324,0.114170992
DDOST,0.61944047,0.114245262
RN7SL531P,0.713737498,0.11428159
ABHD2,0.509013833,0.114314137
LRRC37B,0.492847319,0.114392655
MARK4,0.305646036,0.114452301
TMEM86A,0.529570133,0.114459995
KIF23,0.586210662,0.114480965
C19orf47,0.333249252,0.114497621
ZNF529-AS1,0.340966349,0.114522618
RBM20,0.550035487,0.114527413
LINC00294,0.491451197,0.114534769
HLA-DRA,-1.281887736,0.114555446
RGS17,0.500295347,0.114604915
ITPRIP,-0.572664775,0.114677447
WDFY3,0.435396291,0.114685261
SDSL,0.400395573,0.114742207
P4HB,0.4234993,0.114743267
LINC01505,0.790156461,0.114804601
TSPYL2,0.541515394,0.114842977
RNF40,0.355221429,0.114914577
ACOT9,0.465195632,0.114927936
ZNF426,0.388257006,0.114949559
C12orf60,0.651889881,0.114977124
RNF2,0.66165959,0.114978651
DNM3,0.54479839,0.115043238
TPPP,0.409499487,0.115058623
LCAT,-0.468400164,0.115061983
ING5,0.42884478,0.11508325
PCARE,0.816046505,0.115088897
RNF111,0.599124815,0.115103247
COX10,0.510029868,0.115127562
TOMM40L,0.454240717,0.115175255
LINC00960,0.536641207,0.115188127
TRDMT1,0.65918046,0.115215084
C10orf67,0.630544022,0.115217988
ZFP69,0.40879406,0.115222197
DOK4,0.359193196,0.115244621
MIR4307HG,0.52773505,0.115245568
TMEM92,-0.668932577,0.115250556
IL6R,0.349274933,0.11526807
SAP130,0.952858265,0.115285396
FAM214A,0.496516538,0.115318513
PURG,0.648206522,0.115340465
MGST3,0.599389366,0.115357152
ZBED9,0.911788372,0.115369931
SIVA1,0.347238414,0.115394233
OSBPL2,0.423234153,0.11540093
EIF2B2,0.464631572,0.115401514
RASGRF2-AS1,0.789541004,0.115416514
POLR2J2,0.633418031,0.115431311
EPHB3,0.472831494,0.115463436
CRIPT,0.457221195,0.115485347
TUSC8,0.766291263,0.115550374
LINC-ROR,0.653955249,0.115574593
SRSF7,0.553921577,0.115576018
COCH,0.644635238,0.11559601
BOP1,0.341109709,0.115654604
NCCRP1,0.567432811,0.115707666
PDHB,0.56932831,0.115712301
VPS54,0.459972551,0.115721717
LINC02930,0.476582229,0.115724579
UBAC1,0.377520998,0.11573689
ADPRS,0.431434725,0.115752415
HS3ST1,0.509104806,0.115760279
CASK,0.613230157,0.115820699
RSPO4,0.568433055,0.115829978
LIN54,0.527470366,0.115865148
CCDC106,0.310982251,0.115882617
UTP4,0.568592117,0.11588501
PCDHGC5,0.550612331,0.115908998
PTPN7,0.586455754,0.11591485
ERICH5,0.726923149,0.115926619
HELZ,0.528385738,0.115954017
SMG1P4,1.317897667,0.115959966
GLCE,0.619908526,0.11596169
ATP1A1-AS1,0.469266703,0.115964961
PPP2R5C,0.444964712,0.11596944
GCFC2,0.452235354,0.116021408
RPS2P47,0.622944538,0.116023801
FGF17,0.603452894,0.116033883
ITGA2,0.727078378,0.116044356
PRRG2,-0.603478063,0.116056287
PLP1,0.595707342,0.116074673
FGF14-IT1,0.670046647,0.116091241
CD63-AS1,-0.428372371,0.116160788
ZNF880,0.438460841,0.116163788
MYPOP,0.292167014,0.116196873
PVALEF,0.656156891,0.116277593
FCGBP,-0.831677945,0.116296196
DGCR11,0.518242281,0.116299031
DNMBP,0.508116599,0.116435946
RTKN,0.553284262,0.116435959
CDK13,0.417572931,0.116510447
ZKSCAN5,0.400224556,0.116525845
RDH14,0.511257549,0.116553143
DCP2,0.505350632,0.116591135
STAG3L4,0.470283833,0.116607359
HHAT,0.540641681,0.116715131
POPDC2,0.738482679,0.116720423
DARS1-AS1,0.541175257,0.116724501
SLC25A11,0.447351337,0.11674842
RDH16,0.485533794,0.116780148
LOC728755,0.568008489,0.116846016
RIBC2,0.767617896,0.116869741
GOLGA1,0.434134558,0.116876097
COMMD9,0.511041518,0.11688889
CYC1,0.409018993,0.116916552
SREK1,0.507043329,0.116957382
FARP2,0.503069018,0.117021695
SRRM3,0.554621724,0.117031212
PRKCB,0.454497324,0.117044209
LOC440910,0.751271865,0.117045675
TARBP2,0.476794351,0.117069499
NXNL2,0.445073458,0.117087353
ZNF142,0.372647039,0.11710482
HAVCR1,0.770316279,0.117133628
INPP5A,0.40339457,0.11713839
TUT7,0.523288974,0.117258377
GOLGA6A,1.912607125,0.117261738
HINFP,0.413977715,0.117283668
DCHS2,0.418373669,0.117291182
FMR1-AS1,0.705437542,0.117308471
TMEM101,0.397871635,0.117308811
RBM14-RBM4,0.604317477,0.117310501
PATL2,0.723351847,0.117315435
PDCD4,0.568752182,0.117340871
IER3IP1,0.601690553,0.117369011
CDH19,0.694905678,0.1173819
PTPN6,0.410759353,0.117408654
CLK2,0.541299608,0.117514831
CACNA1D,0.612781866,0.117577127
PCDHGB8P,0.404556056,0.117631589
PTRH1,0.399343925,0.117670164
SCGB2B2,0.565418702,0.117683565
CPNE3,0.572773629,0.117711799
RN7SL48P,0.660070955,0.11775634
PACC1,0.634180196,0.117786204
PCDH9,0.53536755,0.117817686
CLEC18B,-0.678668359,0.117823055
LOC100289495,0.617572965,0.117831905
LRCH3,0.444523115,0.117946077
CNNM2,0.375460243,0.117957037
PDZD4,0.339356097,0.117969731
PPIL4,0.6566439,0.117987241
ACAT2,0.614990176,0.11799449
SLCO4C1,0.635756441,0.118001977
PLA2G4D,0.44554671,0.118005862
RPL24,0.550743583,0.118023279
ITIH5,-0.536297425,0.118027015
HERC2,0.422942051,0.118046705
CCNL1,0.567049721,0.11809461
PARN,0.481387887,0.11812276
SIKE1,0.470619494,0.118127401
LOC103344931,0.408896604,0.118143876
FKBP15,0.501745303,0.11815413
NMT2,0.467978473,0.118154756
CSK,0.31325003,0.118180157
ABRAXAS1,0.469588643,0.118212316
LOC105377224,0.751659607,0.118233809
FIGNL1,0.607574285,0.118269553
DACT1,0.938450085,0.118336863
SUMF1,0.437169052,0.118347089
DCAF1,0.482070812,0.11834787
CKB,0.371354284,0.118349864
ATAD2B,0.423927702,0.118358968
ATAD3A,0.401345361,0.118376775
CACNA2D1,0.5787651,0.118444952
IL18BP,0.396889319,0.118460961
MAPK1,0.652114606,0.118468448
NOTCH2NLA,0.657489587,0.118473958
NXN,-0.506950122,0.11852442
METTL21EP,0.841442659,0.11857791
TAFAZZIN,0.409001673,0.118589507
LINC00519,0.702202011,0.118632459
CWC22,0.637214792,0.118648642
LOC100507437,0.58748816,0.118656332
PCDHA2,0.576614395,0.118679436
GUK1,0.313265073,0.118690263
SMCR8,0.4440071,0.118730036
MIR4458HG,0.703116693,0.11877016
PARP11,0.555310576,0.118790026
ZNF488,0.50471309,0.118836406
ENTPD1,0.486838525,0.118844202
DSCR9,0.935280447,0.118876375
DENND10,0.389656335,0.118959759
CDC42BPA,0.448358762,0.118962051
NR1D1,0.409817899,0.118990108
D2HGDH,0.400879431,0.119006659
RN7SL49P,0.598875202,0.119022941
MEI1,0.640015384,0.119048973
RN7SL718P,0.574603596,0.119069061
NDUFS1,0.529013457,0.119083529
CEP250,0.392370187,0.119088115
UGGT1,0.400348444,0.119090703
RBP1,0.577099511,0.119153873
LAMB1,2.355105082,0.119163593
HOPX,0.513762093,0.119174569
ERCC4,0.40271082,0.119192765
MRPL23,0.382608192,0.11920465
C5orf15,0.634588912,0.119257763
ZNF597,0.669999679,0.119318675
SLC25A10,0.356677855,0.119333418
CARF,0.542719476,0.119361978
TMEM222,0.466720984,0.119364996
GAPDHP62,0.749929456,0.119436444
GSKIP,0.624855437,0.119491773
LINC00639,0.625351094,0.119602119
NUDT16L2P,0.624112592,0.119603691
PPP5D1P,0.486800229,0.119606498
C9orf163,0.631263633,0.119615361
RPS3P7,0.732083543,0.119615539
RAPGEF2,0.539844944,0.119637966
GTPBP6,0.2712631,0.119646381
LINC01563,0.547447721,0.119670012
PRSS8,0.610743041,0.119672233
PFKFB2,0.490356861,0.119673461
NIN,0.492752481,0.119893225
WASL,0.481659411,0.119897121
AASDH,0.750558983,0.119901141
HSPB11,0.624915769,0.119906678
EIF2B3,0.563103867,0.119927282
MFSD13A,0.499076921,0.120032991
MTMR9,0.614290988,0.120051974
DTX2P1-UPK3BP1-PMS2P11,0.480485292,0.120071283
CD38,0.603327408,0.120124772
CYB5R4,0.569087939,0.120124955
FPR2,0.729029071,0.12018448
SNORD13,0.626694179,0.120193696
RPL7P49,0.763110735,0.120205446
BRWD3,0.515149425,0.120268517
SAE1,0.433292712,0.120325714
RAP1GAP2,0.433591385,0.120372245
NDUFAF4,0.607491612,0.120411499
TRMT13,0.594350292,0.120447619
RER1,0.315017726,0.120488892
AMDHD2,0.356513353,0.120497154
JMY,0.388559936,0.120528849
AGO1,0.449591606,0.120529537
CLEC7A,0.599908354,0.120563124
CYTOR,0.591653626,0.120577384
SSH2,0.484965101,0.120612135
PHYHIPL,0.648726168,0.120619757
ABHD6,0.464157153,0.120638817
TERF2,0.393015069,0.120668739
B4GALT7,0.372782529,0.120693808
TET3,0.388056752,0.120694101
SUGT1P2,0.708071285,0.120703509
NDC80,0.515958937,0.120741706
FAM163A,0.678250944,0.120742231
OSCAR,0.821635378,0.12075531
TSHZ3,0.520210569,0.120890059
DYNC1LI2-DT,0.56569045,0.120914842
RCSD1,0.392211115,0.120954395
SYNGAP1,0.492693856,0.12096286
PRKCQ-AS1,0.516327457,0.121003504
CRIP3,0.516999058,0.121081722
FGFR1OP2,0.49647282,0.121111075
KCNMB2,0.942967581,0.121157019
FAM13B,0.611855549,0.121173541
MRPL10,0.445602528,0.121202057
SETD9,-0.670207454,0.121220398
PVT1,0.495724219,0.121265785
RSRC2,0.433313967,0.121283998
SYNE3,0.395920521,0.121295672
SCARNA21,0.897251149,0.121320548
ACTN4,0.393451888,0.121340897
FCHSD1,0.453749491,0.121383598
VPS37A,0.333293555,0.121400618
CDK17,0.443229446,0.121446317
PET100,0.525610369,0.121473418
OR5A1,0.590616457,0.121476958
CAP1,0.511569297,0.121544485
NOL8,0.528781518,0.121551854
LOC105376686,0.737607085,0.121568758
CTBS,0.585692589,0.121588545
TTC31,0.424759657,0.121667484
BNIP3P28,0.607963432,0.121726923
FAM27E3,-0.396768015,0.121762509
ZBED5-AS1,0.469022904,0.121800951
MED13,0.479665087,0.121801412
GIPC1,0.317597758,0.121827088
MRPL52,0.480013535,0.121885343
ACSL3,0.621782917,0.1219221
USP34,0.553213535,0.121928014
URB1,0.437123916,0.12196046
PSENEN,0.46844071,0.121970973
SMG1P3,0.471104518,0.121976942
LDAH,0.797644355,0.121981534
RIOX2,0.535373842,0.122008954
FAM177A1,0.432883548,0.122009858
RPL23AP47,4.368742972,0.12207592
SMAD5,0.568226176,0.122094668
LINC00240,0.688129796,0.122108024
LINC01852,0.755274086,0.122143028
APPBP2,0.496229307,0.122225372
DNAAF4-CCPG1,2.375649626,0.122280569
CMPK2,0.544684962,0.122305449
IFT81,0.453947663,0.122312544
LYRM4,0.449624956,0.122317177
MCPH1-DT,0.378893699,0.122344872
C10orf143,0.510380549,0.122358277
EXOC6,0.680752253,0.122389157
STRN3,0.450349734,0.122410547
MYL6,0.491838647,0.1224791
KRBA2,0.788861237,0.122493563
FABP5,0.776191864,0.122530613
TIMM21,0.525617692,0.122550135
TAPT1-AS1,0.506106292,0.122564478
YTHDF1,0.439457964,0.122580675
ENTPD7,0.528265383,0.122624214
TSTD3,0.417639662,0.122625169
THRB,0.457637046,0.122633522
GRPEL1,0.584102774,0.122633981
ME2,0.453173631,0.122659427
TMEM161B-DT,0.537876815,0.122688981
GNB3,0.647298194,0.122709101
GSTM3,0.585915449,0.122729746
ARF4,0.613979723,0.122767639
HAUS4,0.439250913,0.12280363
BET1,0.519904202,0.122807655
THOC7,0.515995637,0.122850443
GGA2,0.416790768,0.122903163
FLNB,0.418158466,0.122992731
MAP3K2,0.578239749,0.123002039
SMURF1,0.516840008,0.123024285
TMEM41B,0.41768965,0.123027314
FOXM1,0.616302942,0.123044291
LINC02280,0.520171709,0.123045889
SUOX,0.43788852,0.123068947
ZNF653,0.350271317,0.123089932
SLC7A7,0.432316434,0.123112578
BTBD10,0.576352005,0.123132378
DENND6A,0.587031849,0.123165781
DOCK8-AS1,0.550584549,0.12317983
PATE4,0.643951879,0.123188915
ZNF264,0.379838463,0.123237769
ZNF844,-2.766800048,0.123253767
TBCD,0.366694499,0.123254469
RBM48,0.516312303,0.123263371
SLC11A2,0.519417214,0.123272029
MBNL1-AS1,0.49746911,0.123280713
SKIDA1,0.497694796,0.123287724
SMPD1,0.321146042,0.123310742
GGPS1,0.601990509,0.123339052
EXOSC8,0.660600251,0.123346012
CENPN,0.697254089,0.123347083
SEMA6A-AS2,0.91398117,0.123369315
RMRP,1.642510193,0.12340328
PAN3,0.424305016,0.123461508
UBR1,0.529162325,0.12350175
USO1,0.936514841,0.123505476
RGS10,0.670918769,0.123537292
SPTA1,0.92459447,0.123544461
ORC1,0.58380243,0.123548953
SERPINI2,0.781461438,0.123578965
TTC9,0.384448855,0.123673615
ATMIN,0.487229644,0.123714601
TSEN2,0.657511129,0.123718766
PCDHGA4,0.512787006,0.123743263
ERO1A,0.408734257,0.123800229
C9orf24,0.55518831,0.123830526
OSER1,0.550576732,0.123833528
CYFIP2,0.369791213,0.123852415
TYK2,0.409353677,0.12388272
STX17,0.480230177,0.123942599
SPATA33,0.371229607,0.124035189
CSPP1,0.52780735,0.124050549
C1GALT1,0.5886396,0.124051288
LINC01284,0.851916103,0.124052862
RPL31P25,2.175106699,0.124075415
NT5C2,0.50444903,0.12410551
TSC22D1,0.525784997,0.124138144
OR10G3,0.673057019,0.124142977
UTP23,0.599077139,0.124182939
CHD1L,0.539425853,0.124184867
SLC7A5,-0.511063763,0.124222448
PSMD5,0.633719718,0.124236198
RPL7AP45,0.812873411,0.124267351
GLA,0.887947341,0.124296736
SLC5A11,0.919737325,0.124306529
TMEM18-DT,0.519136323,0.124310844
B4GALT4,0.549070726,0.124346853
ABCG1,0.504062763,0.124388544
CDIN1,0.536880763,0.124411238
YARS2,0.410098864,0.124414003
DUXAP10,0.519310191,0.124429016
MAP4K3,0.425548986,0.124441002
LINC02894,0.600775297,0.12453097
ZNFX1,0.414060096,0.124630747
THOC2,0.566375914,0.124638217
SENP8,0.729348835,0.124690888
FAM110D,-0.545056448,0.124691492
ENDOD1,0.423272776,0.124717344
RCOR1,0.500076573,0.124734137
KCTD10,0.479640354,0.124747814
EIF2AK3-DT,0.615746258,0.124767122
EXOG,0.470662316,0.124771915
COQ5,0.471018329,0.124787064
SLC31A2,0.631299476,0.12479481
POGLUT2,0.578897765,0.12481302
B3GLCT,0.643387825,0.124816915
FBXL6,0.391185268,0.124828352
KRT18P15,-0.66385123,0.124885792
PSMD10,0.654192051,0.124887645
LINC02801,0.739016267,0.124888975
GPR89A,0.685084152,0.124895023
C2orf81,0.648560069,0.124916294
PTPRC,0.606897817,0.124929233
KRR1,0.681650595,0.124945777
MFSD2A,-0.599680683,0.124949614
BACE2,-0.531212081,0.124957319
FSIP2,0.49852792,0.124972715
CMKLR1,0.532932688,0.12506235
IQCG,0.464649722,0.125071958
VAMP2,0.394837529,0.125084485
GNPDA2,0.68223012,0.12509695
SENP2,0.524427049,0.12517584
CHST15,0.395522453,0.125177249
CYB561D2,0.655210291,0.125182297
NBPF14,0.457576643,0.125187668
TERB1,0.661000257,0.125220257
ANKRD52,0.429145444,0.125249193
ZDHHC4,0.497318876,0.125261956
ZDHHC8,0.363977531,0.125303727
MAOA,0.66680285,0.12531239
ADCY9,0.362797274,0.125325026
TRIM13,0.425183638,0.125343137
UBXN2B,0.623399597,0.125359275
CKAP2L,0.760496414,0.12541375
LOC100287896,0.563066426,0.125432924
NAA15,0.505745637,0.125456203
ITGB7,0.784443951,0.125545798
PRPF4B,0.526508858,0.125563046
ZNF542P,0.542463367,0.125572964
SEC22B,0.555063207,0.125582442
SRR,0.663555647,0.125595435
ELOC,0.466071322,0.125609112
NUTM2D,0.850410452,0.125670906
GP6,0.64207499,0.125684703
KATNAL1,0.535163436,0.12568669
HARBI1,0.628072807,0.1257624
CFAP418-AS1,0.74546213,0.125796118
SCYL2,0.682577102,0.125802581
MYDGF,0.420080333,0.125815182
ZMYM4,0.567721919,0.125868002
CEP128,0.497290436,0.125919782
TBC1D19,0.508177925,0.125935897
CYTH1,0.362224217,0.126021572
NAB2,0.380119982,0.126028248
TMEM204,-0.567784282,0.126029278
CAND2,0.405515648,0.126038887
CAMSAP2,0.576386429,0.126081041
LINC01814,0.546413343,0.126099413
SH3BP1,0.582839257,0.126117415
ICAM4,0.601895876,0.126194245
RIOK2,0.6635699,0.126228434
FAM13A,0.480534885,0.126269621
LOC100421569,0.650102578,0.12630085
CCL5,0.498049356,0.126336975
GJD2,0.79651539,0.126354152
RNASEH2C,0.409659986,0.126403856
PTGES3L,0.724952206,0.126411835
RPL36AP54,0.770150247,0.126412354
SCAI,0.523288718,0.126430419
ELP4,0.479581469,0.126442384
ANKRD7,0.56198966,0.126449199
FAP,0.954802056,0.126504778
EDIL3,0.660455087,0.126512567
