,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0004896,MF,GO:0004896,cytokine receptor activity,9/219,97/18432,2.31412621011678e-06,0.000538034343852151,0.000468915047839453,IL2RB/IL1RL1/IL1R2/IL18RAP/IL18R1/CXCR6/CXCR1/CD44/CCR7,9
GO:0048306,MF,GO:0048306,calcium-dependent protein binding,7/219,81/18432,5.01202270025889e-05,0.00776863518540129,0.00677062715649009,S100P/S100A8/S100A2/S100A12/MASP1/CD177/ANXA1,7
GO:0019955,MF,GO:0019955,cytokine binding,8/219,144/18432,0.000329822341069047,0.0383418471492767,0.0334162108714693,UCMA/IL2RB/IL1RL1/IL1R2/IL18R1/CXCR6/CXCR1/CCR7,8
GO:0042910,MF,GO:0042910,xenobiotic transmembrane transporter activity,4/219,31/18432,0.000474289355789951,0.0427001210338673,0.0372145933175754,SLC47A2/SLC22A2/ABCC3/ABCA8,4
GO:0005178,MF,GO:0005178,integrin binding,8/219,156/18432,0.000563013448088075,0.0427001210338673,0.0372145933175754,TSPAN8/SFRP2/JAML/IGF2/ESM1/ECM2/COL4A3/CD177,8
GO:0003953,MF,GO:0003953,NAD+ nucleosidase activity,3/219,16/18432,0.000826453955494207,0.0427001210338673,0.0372145933175754,IL1RL1/IL18RAP/IL18R1,3
GO:0050135,MF,GO:0050135,NAD(P)+ nucleosidase activity,3/219,16/18432,0.000826453955494207,0.0427001210338673,0.0372145933175754,IL1RL1/IL18RAP/IL18R1,3
GO:0061809,MF,GO:0061809,NAD+ nucleotidase, cyclic ADP-ribose generating,3/219,16/18432,0.000826453955494207,0.0427001210338673,0.0372145933175754,IL1RL1/IL18RAP/IL18R1,3
GO:0060229,MF,GO:0060229,lipase activator activity,3/219,17/18432,0.000994793246058024,0.0440780286178788,0.0384154861751745,LCK/GPIHBP1/CCL5,3
GO:0016799,MF,GO:0016799,hydrolase activity, hydrolyzing N-glycosyl compounds,4/219,38/18432,0.00104270605332617,0.0440780286178788,0.0384154861751745,MAN2A1/IL1RL1/IL18RAP/IL18R1,4
GO:0005518,MF,GO:0005518,collagen binding,5/219,69/18432,0.00137130217406433,0.0498253527090244,0.0434244726496308,MUSK/ECM2/COL6A2/CD44/AEBP1,5
GO:0099095,MF,GO:0099095,ligand-gated anion channel activity,3/219,19/18432,0.00139296684992972,0.0498253527090244,0.0434244726496308,SLC1A7/GABRE/CFTR,3
